2022-11-13 16:02:16 INFO::Writing function arguments to log file
2022-11-13 16:02:16 DEBUG::Function arguments
2022-11-13 16:02:16 DEBUG::Output folder: ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants
2022-11-13 16:02:16 DEBUG::Min Abundance: 0.000000
2022-11-13 16:02:16 DEBUG::Min Prevalence: 0.000000
2022-11-13 16:02:16 DEBUG::Normalization: TSS
2022-11-13 16:02:16 DEBUG::Transform: LOG
2022-11-13 16:02:16 DEBUG::Analysis method: LM
2022-11-13 16:02:16 DEBUG::Max significance: 0.100000
2022-11-13 16:02:16 DEBUG::Random effects: Index,TimePoint
2022-11-13 16:02:16 DEBUG::Fixed effects: Location,AgeC,UrbanAgeC
2022-11-13 16:02:16 DEBUG::Correction method: BH
2022-11-13 16:02:16 DEBUG::Standardize: TRUE
2022-11-13 16:02:16 DEBUG::Cores: 1
2022-11-13 16:02:16 INFO::Verifying options selected are valid
2022-11-13 16:02:16 INFO::Determining format of input files
2022-11-13 16:02:16 INFO::Input format is data samples as rows and metadata samples as rows
2022-11-13 16:02:16 DEBUG::The following samples were found to have metadata but no features. They will be removed. su01a1,su02a1,su03a1,su04a1,su05a1,su06a1,su07a1,su08a1,su09a1,su10a1,su11a1,su12a1,su13a1,su14a1,su15a1,su16a1,su17a1,su18a1,su19a1,su20a1,su21a1,su22a1,su23a1,su24a1,su25a1,su26a1,su27a1,su28a1,su29a1,su30a1,sr31a1,sr32a1,sr33a1,sr34a1,sr35a1,sr36a1,sr37a1,sr38a1,sr39a1,sr40a1,sr41a1,sr42a1,sr43a1,sr44a1,sr45a1,sr46a1,sr47a1,sr48a1,sr49a1,sr50a1,sr51a1,sr52a1,sr53a1,sr54a1,sr55a1,sr56a1,sr57a1,sr58a1,sr59a1,sr60a1,su01a2,su02a2,su03a2,su04a2,su05a2,su06a2,su07a2,su08a2,su10a2,su11a2,su12a2,su13a2,su15a2,su16a2,su17a2,su18a2,su19a2,su20a2,su21a2,su23a2,su24a2,su25a2,su26a2,su27a2,su28a2,su29a2,su30a2,sr31a2,sr32a2,sr33a2,sr34a2,sr35a2,sr36a2,sr37a2,sr38a2,sr39a2,sr40a2,sr41a2,sr42a2,sr43a2,sr45a2,sr46a2,sr48a2,sr49a2,sr50a2,sr51a2,sr52a2,sr53a2,sr54a2,sr55a2,sr56a2,sr57a2,sr58a2,sr60a2
2022-11-13 16:02:16 DEBUG::A total of 101 samples were found in both the data and metadata
2022-11-13 16:02:16 DEBUG::Reordering data/metadata to use same sample ordering
2022-11-13 16:02:22 INFO::Fitting model to feature number 71, Marvinbryantia
2022-11-13 16:02:22 INFO::Fitting model to feature number 72, Moryella
2022-11-13 16:02:22 INFO::Fitting model to feature number 73, Oribacterium
2022-11-13 16:02:23 INFO::Fitting model to feature number 74, Roseburia
2022-11-13 16:02:23 INFO::Fitting model to feature number 75, Sellimonas
2022-11-13 16:02:23 INFO::Fitting model to feature number 76, Tuzzerella
2022-11-13 16:02:23 INFO::Fitting model to feature number 77, Tyzzerella
2022-11-13 16:02:23 INFO::Fitting model to feature number 78, Monoglobus
2022-11-13 16:02:23 INFO::Fitting model to feature number 79, X.Eubacterium._coprostanoligenes_group
2022-11-13 16:02:23 INFO::Fitting model to feature number 80, Butyricicoccus
2022-11-13 16:02:23 INFO::Fitting model to feature number 81, UCG.008
2022-11-13 16:02:23 INFO::Fitting model to feature number 82, UCG.009
2022-11-13 16:02:23 INFO::Fitting model to feature number 83, Colidextribacter
2022-11-13 16:02:23 INFO::Fitting model to feature number 84, Flavonifractor
2022-11-13 16:02:23 INFO::Fitting model to feature number 85, Intestinimonas
2022-11-13 16:02:23 INFO::Fitting model to feature number 86, NK4A214_group
2022-11-13 16:02:24 INFO::Fitting model to feature number 87, Oscillibacter
2022-11-13 16:02:24 INFO::Fitting model to feature number 88, Oscillospira
2022-11-13 16:02:24 INFO::Fitting model to feature number 89, Papillibacter
2022-11-13 16:02:24 INFO::Fitting model to feature number 90, UCG.002
2022-11-13 16:02:24 INFO::Fitting model to feature number 91, UCG.003
2022-11-13 16:02:24 INFO::Fitting model to feature number 92, UCG.005
2022-11-13 16:02:24 INFO::Fitting model to feature number 93, UCG.007
2022-11-13 16:02:24 INFO::Fitting model to feature number 94, Hydrogenoanaerobacterium
2022-11-13 16:02:24 INFO::Fitting model to feature number 95, X.Eubacterium._siraeum_group
2022-11-13 16:02:24 INFO::Fitting model to feature number 96, Anaerotruncus
2022-11-13 16:02:24 INFO::Fitting model to feature number 97, CAG.352
2022-11-13 16:02:24 INFO::Fitting model to feature number 98, Candidatus_Soleaferrea
2022-11-13 16:02:25 INFO::Fitting model to feature number 99, Faecalibacterium
2022-11-13 16:02:25 INFO::Fitting model to feature number 100, Incertae_Sedis
2022-11-13 16:02:25 INFO::Fitting model to feature number 101, Phocea
2022-11-13 16:02:25 INFO::Fitting model to feature number 102, Ruminococcus
2022-11-13 16:02:25 INFO::Fitting model to feature number 103, Subdoligranulum
2022-11-13 16:02:25 INFO::Fitting model to feature number 104, UCG.010
2022-11-13 16:02:25 INFO::Fitting model to feature number 105, Peptococcus
2022-11-13 16:02:25 INFO::Fitting model to feature number 106, Family_XIII_AD3011_group
2022-11-13 16:02:25 INFO::Fitting model to feature number 107, Family_XIII_UCG.001
2022-11-13 16:02:25 INFO::Fitting model to feature number 108, Mogibacterium
2022-11-13 16:02:25 INFO::Fitting model to feature number 109, Intestinibacter
2022-11-13 16:02:25 INFO::Fitting model to feature number 110, Romboutsia
2022-11-13 16:02:25 INFO::Fitting model to feature number 111, Terrisporobacter
2022-11-13 16:02:26 INFO::Fitting model to feature number 112, Fenollaria
2022-11-13 16:02:26 INFO::Fitting model to feature number 113, Finegoldia
2022-11-13 16:02:26 INFO::Fitting model to feature number 114, Parvimonas
2022-11-13 16:02:26 INFO::Fitting model to feature number 115, Peptoniphilus
2022-11-13 16:02:26 INFO::Fitting model to feature number 116, Acidaminococcus
2022-11-13 16:02:26 INFO::Fitting model to feature number 117, Anaerovibrio
2022-11-13 16:02:26 INFO::Fitting model to feature number 118, Mitsuokella
2022-11-13 16:02:26 INFO::Fitting model to feature number 119, Allisonella
2022-11-13 16:02:26 INFO::Fitting model to feature number 120, Dialister
2022-11-13 16:02:26 INFO::Fitting model to feature number 121, Megasphaera
2022-11-13 16:02:26 INFO::Fitting model to feature number 122, Veillonella
2022-11-13 16:02:26 INFO::Fitting model to feature number 123, Fusobacterium
2022-11-13 16:02:27 INFO::Fitting model to feature number 124, Acetobacter
2022-11-13 16:02:27 INFO::Fitting model to feature number 125, Phyllobacterium
2022-11-13 16:02:27 INFO::Fitting model to feature number 126, Paracoccus
2022-11-13 16:02:27 INFO::Fitting model to feature number 127, Succinivibrio
2022-11-13 16:02:27 INFO::Fitting model to feature number 128, Comamonas
2022-11-13 16:02:27 INFO::Fitting model to feature number 129, Oxalobacter
2022-11-13 16:02:27 INFO::Fitting model to feature number 130, Parasutterella
2022-11-13 16:02:27 INFO::Fitting model to feature number 131, Sutterella
2022-11-13 16:02:27 INFO::Fitting model to feature number 132, Enterobacter
2022-11-13 16:02:27 INFO::Fitting model to feature number 133, Escherichia.Shigella
2022-11-13 16:02:27 INFO::Fitting model to feature number 134, Klebsiella
2022-11-13 16:02:27 INFO::Fitting model to feature number 135, Haemophilus
2022-11-13 16:02:27 INFO::Fitting model to feature number 136, Acinetobacter
2022-11-13 16:02:28 INFO::Fitting model to feature number 137, Treponema
2022-11-13 16:02:28 INFO::Fitting model to feature number 138, vadinBE97
2022-11-13 16:02:28 INFO::Fitting model to feature number 139, Victivallis
2022-11-13 16:02:28 INFO::Fitting model to feature number 140, Akkermansia
2022-11-13 16:02:28 INFO::Counting total values for each feature
2022-11-13 16:02:28 INFO::Writing residuals to file ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants/residuals.rds
2022-11-13 16:02:28 INFO::Writing fitted values to file ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants/fitted.rds
2022-11-13 16:02:28 INFO::Writing extracted random effects to file ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants/ranef.rds
2022-11-13 16:02:28 INFO::Writing all results to file (ordered by increasing q-values): ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants/all_results.tsv
2022-11-13 16:02:28 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.100000 ) to file (ordered by increasing q-values): ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants/significant_results.tsv
2022-11-13 16:02:28 INFO::Writing heatmap of significant results to file: ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants/heatmap.pdf
2022-11-13 16:02:28 INFO::Writing association plots (one for each significant association) to output folder: ./04_analysis_output//outputs_2022-11-13_15-57-24/maaslin/infants
2022-11-13 16:02:28 INFO::Plotting associations from most to least significant, grouped by metadata
2022-11-13 16:02:28 INFO::Plotting data for metadata number 1, AgeC
2022-11-13 16:02:28 INFO::Creating scatter plot for continuous data, AgeC vs Blautia
2022-11-13 16:02:28 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:28 INFO::Creating scatter plot for continuous data, AgeC vs Intestinibacter
2022-11-13 16:02:29 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:29 INFO::Creating scatter plot for continuous data, AgeC vs GCA.900066575
2022-11-13 16:02:29 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:29 INFO::Creating scatter plot for continuous data, AgeC vs Roseburia
2022-11-13 16:02:29 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:29 INFO::Creating scatter plot for continuous data, AgeC vs Fusobacterium
2022-11-13 16:02:29 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:29 INFO::Creating scatter plot for continuous data, AgeC vs Lachnoclostridium
2022-11-13 16:02:29 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:29 INFO::Creating scatter plot for continuous data, AgeC vs X.Eubacterium._coprostanoligenes_group
2022-11-13 16:02:30 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:30 INFO::Creating scatter plot for continuous data, AgeC vs Monoglobus
2022-11-13 16:02:30 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:30 INFO::Creating scatter plot for continuous data, AgeC vs Lachnospira
2022-11-13 16:02:30 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:30 INFO::Creating scatter plot for continuous data, AgeC vs Family_XIII_UCG.001
2022-11-13 16:02:30 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:30 INFO::Creating scatter plot for continuous data, AgeC vs Terrisporobacter
2022-11-13 16:02:31 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:31 INFO::Creating scatter plot for continuous data, AgeC vs Desulfovibrio
2022-11-13 16:02:31 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:31 INFO::Creating scatter plot for continuous data, AgeC vs X.Eubacterium._hallii_group
2022-11-13 16:02:31 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:31 INFO::Creating scatter plot for continuous data, AgeC vs Oscillibacter
2022-11-13 16:02:31 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:31 INFO::Creating scatter plot for continuous data, AgeC vs Anaerotruncus
2022-11-13 16:02:31 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:31 INFO::Creating scatter plot for continuous data, AgeC vs X.Eubacterium._ventriosum_group
2022-11-13 16:02:32 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:32 INFO::Creating scatter plot for continuous data, AgeC vs Lachnospiraceae_UCG.010
2022-11-13 16:02:32 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:32 INFO::Creating scatter plot for continuous data, AgeC vs UCG.003
2022-11-13 16:02:32 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:32 INFO::Creating scatter plot for continuous data, AgeC vs Romboutsia
2022-11-13 16:02:32 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:32 INFO::Creating scatter plot for continuous data, AgeC vs Lachnospiraceae_NK4A136_group
2022-11-13 16:02:33 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:33 INFO::Creating scatter plot for continuous data, AgeC vs Peptococcus
2022-11-13 16:02:33 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:33 INFO::Creating scatter plot for continuous data, AgeC vs UCG.005
2022-11-13 16:02:33 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:33 INFO::Creating scatter plot for continuous data, AgeC vs Anaerovibrio
2022-11-13 16:02:33 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:33 INFO::Creating scatter plot for continuous data, AgeC vs Turicibacter
2022-11-13 16:02:34 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:52 INFO::Plotting data for metadata number 2, UrbanAgeC
2022-11-13 16:02:52 INFO::Creating scatter plot for continuous data, UrbanAgeC vs GCA.900066575
2022-11-13 16:02:54 DEBUG::`geom_smooth()` using formula = 'y ~ x'
2022-11-13 16:02:55 INFO::Plotting data for metadata number 3, Location
2022-11-13 16:02:55 INFO::Creating boxplot for categorical data, Location vs Libanicoccus
