feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Parasutterella	UrbanAgeC	UrbanAgeC	-0.0991976218743917	0.0550912107860588	101	4	0.0749050970364441	0.550552463217864
Elusimicrobium	Location	Urban	-0.215699382838096	0.120953376793295	101	7	0.0776608512383046	0.561449760591678
Phocea	AgeC	AgeC	0.0208998578964578	0.0112299732783222	101	3	0.0798079502894906	0.567666227059119
Sellimonas	UrbanAgeC	UrbanAgeC	-0.161800676119095	0.0920402974422764	101	9	0.0819133946379774	0.567672554355611
Romboutsia	UrbanAgeC	UrbanAgeC	-0.175243088820798	0.0995033148783844	101	18	0.0836705578982193	0.567672554355611
Sutterella	UrbanAgeC	UrbanAgeC	-0.306786598321281	0.175253564163845	101	81	0.08322160678233	0.567672554355611
Christensenellaceae_R.7_group	AgeC	AgeC	0.238120393798398	0.136599596894251	101	28	0.0865386316652874	0.570654944437014
X.Eubacterium._eligens_group	UrbanAgeC	UrbanAgeC	0.0995413507049453	0.0579952459834859	101	10	0.0892861477690566	0.570654944437014
Family_XIII_AD3011_group	AgeC	AgeC	0.136583225147639	0.0794746564705851	101	18	0.0888818101529111	0.570654944437014
Succinivibrio	AgeC	AgeC	0.0432311660053294	0.0250645703796548	101	7	0.0877500170943767	0.570654944437014
Muribaculaceae	AgeC	AgeC	0.0308802801924294	0.0181211656599338	101	2	0.0933694277171845	0.583660250036283
Christensenellaceae_R.7_group	UrbanAgeC	UrbanAgeC	-0.336033676120964	0.197490670474823	101	28	0.093967976763211	0.583660250036283
Allisonella	Location	Urban	-0.494410300102076	0.293589575272872	101	30	0.0954642930639161	0.584718795016486
Erysipelotrichaceae_UCG.006	Location	Urban	0.0178671039880675	0.010704470306165	101	1	0.0983170866732424	0.593942948258903
NK4A214_group	AgeC	AgeC	0.185848511990857	0.112864990691908	101	21	0.102867357893279	0.613033849066702
Prevotellaceae_UCG.003	Location	Urban	0.0465110249289822	0.0287304071346943	101	3	0.108720563274818	0.622996700761144
X.Ruminococcus._gnavus_group	Location	Urban	-0.556684024402854	0.341416160915026	101	64	0.106389688577494	0.622996700761144
Roseburia	UrbanAgeC	UrbanAgeC	-0.353522311111238	0.21733497389235	101	42	0.109420032540566	0.622996700761144
UCG.009	UrbanAgeC	UrbanAgeC	-0.198725901240049	0.123271662726886	101	17	0.110189892651631	0.622996700761144
Incertae_Sedis	UrbanAgeC	UrbanAgeC	-0.0524195028194318	0.033489507976141	101	8	0.120814496886595	0.674420166164412
Butyricimonas	UrbanAgeC	UrbanAgeC	-0.112939677961701	0.0726284294549658	101	9	0.125053058536642	0.680844429810606
Solobacterium	UrbanAgeC	UrbanAgeC	-0.0894810654761169	0.0576314274613059	101	9	0.123765064429362	0.680844429810606
Izemoplasmatales	Location	Urban	-0.19943436602071	0.131608572028626	101	8	0.132933269706867	0.703461975624194
Anaerostipes	UrbanAgeC	UrbanAgeC	-0.198338429995682	0.131477093051021	101	41	0.134700533764853	0.703461975624194
Subdoligranulum	AgeC	AgeC	0.0733003429195743	0.048706368903944	101	17	0.135587909133915	0.703461975624194
UCG.010	AgeC	AgeC	0.141613546584407	0.0929627219014283	101	14	0.130928082415973	0.703461975624194
Erysipelotrichaceae_UCG.003	AgeC	AgeC	0.0520834692251898	0.0351793753196203	101	8	0.143875194196751	0.709043830772111
Oscillospira	Location	Urban	0.070716572668441	0.0475386603292467	101	3	0.140110810759902	0.709043830772111
Papillibacter	UrbanAgeC	UrbanAgeC	-0.0157477740171023	0.010709300191794	101	2	0.144702822606553	0.709043830772111
Parvimonas	AgeC	AgeC	0.0758529586764243	0.05134682841586	101	11	0.142843654959374	0.709043830772111
Megasphaera	UrbanAgeC	UrbanAgeC	-0.356625825531472	0.237275837379627	101	72	0.138890485709481	0.709043830772111
Dorea	AgeC	AgeC	0.449695212251682	0.279376563157087	101	57	0.156646387567373	0.711053048799687
GCA.900066575	Location	Urban	0.132521361129655	0.0916151002497675	101	12	0.151260363783848	0.711053048799687
Howardella	AgeC	AgeC	0.0298894958419113	0.0208680454660179	101	5	0.15711272177792	0.711053048799687
Lachnospiraceae_FCS020_group	UrbanAgeC	UrbanAgeC	-0.0963402091167554	0.0677077846199661	101	10	0.158011788622153	0.711053048799687
Faecalibacterium	AgeC	AgeC	0.0656457099478181	0.0459840525710482	101	20	0.156625567995856	0.711053048799687
Peptoniphilus	UrbanAgeC	UrbanAgeC	0.0983673375818916	0.0678769001872218	101	11	0.150506488504205	0.711053048799687
Acidaminococcus	AgeC	AgeC	0.0336092326875253	0.0231640101578571	101	10	0.152036722799927	0.711053048799687
Paracoccus	UrbanAgeC	UrbanAgeC	0.138359522859014	0.0959316882356883	101	31	0.152493106445241	0.711053048799687
X.Eubacterium._ventriosum_group	UrbanAgeC	UrbanAgeC	-0.119777486975172	0.0845939126002556	101	18	0.160004480774995	0.712747232543161
Butyricicoccus	AgeC	AgeC	0.387637824900011	0.24086765846969	101	46	0.164154393730952	0.723920876353498
Erysipelotrichaceae_UCG.006	UrbanAgeC	UrbanAgeC	-0.0083280821460275	0.00608237672687321	101	1	0.174094042329001	0.733062091384497
Enterococcus	UrbanAgeC	UrbanAgeC	-0.249265696054399	0.181246716974996	101	80	0.174311892793123	0.733062091384497
X.Eubacterium._xylanophilum_group	AgeC	AgeC	0.0302330305327543	0.0221896679050323	101	4	0.17620086550285	0.733062091384497
CAG.56	UrbanAgeC	UrbanAgeC	-0.0314019564185899	0.0229567732804626	101	3	0.176165498492389	0.733062091384497
Sutterella	AgeC	AgeC	-0.434840664940035	0.312961792912907	101	81	0.16926424028249	0.733062091384497
Haemophilus	UrbanAgeC	UrbanAgeC	0.200186395939819	0.145569971634519	101	34	0.174780143600977	0.733062091384497
Lactococcus	Location	Urban	-0.220354059122062	0.165911016487907	101	16	0.187271540865464	0.762151017894782
Lachnospiraceae_NK4B4_group	UrbanAgeC	UrbanAgeC	0.0337313976637281	0.025372377157481	101	2	0.186816583870397	0.762151017894782
Tuzzerella	UrbanAgeC	UrbanAgeC	0.0849411928020823	0.0639050598492333	101	5	0.188762379336812	0.762151017894782
Papillibacter	Location	Urban	0.024788924771745	0.0188559922374317	101	2	0.191757059629926	0.762151017894782
Hydrogenoanaerobacterium	Location	Urban	-0.0142137858100278	0.0108113771417875	101	1	0.191833929674197	0.762151017894782
Lactococcus	UrbanAgeC	UrbanAgeC	0.123189907422554	0.0942532145680058	101	16	0.194331344188257	0.765179667741262
Collinsella	Location	Urban	-0.256618186485128	0.202287781282367	101	53	0.207733908732886	0.779001383430464
Slackia	UrbanAgeC	UrbanAgeC	-0.0354693961384062	0.0296597714711131	101	5	0.234660316970375	0.779001383430464
Muribaculaceae	UrbanAgeC	UrbanAgeC	-0.0316124628203222	0.0261740576140725	101	2	0.231581503121761	0.779001383430464
Helicobacter	AgeC	AgeC	0.101063388474759	0.0840451196540823	101	14	0.234699609425405	0.779001383430464
Helicobacter	UrbanAgeC	UrbanAgeC	0.155652990080323	0.121490231730396	101	14	0.205665449900678	0.779001383430464
Turicibacter	UrbanAgeC	UrbanAgeC	-0.125971953270687	0.102061774686762	101	19	0.22220156763687	0.779001383430464
Clostridium_sensu_stricto_1	UrbanAgeC	UrbanAgeC	-0.27761627220632	0.222210503968701	101	73	0.216671983674397	0.779001383430464
X.Ruminococcus._gauvreauii_group	UrbanAgeC	UrbanAgeC	-0.0767435147834204	0.0642075287228473	101	14	0.234936925161568	0.779001383430464
Fusicatenibacter	UrbanAgeC	UrbanAgeC	-0.138560682184197	0.114982421678019	101	26	0.231142445363956	0.779001383430464
Lachnospira	UrbanAgeC	UrbanAgeC	-0.148853667764151	0.124291790963318	101	19	0.233985433145305	0.779001383430464
Lachnospiraceae_UCG.010	UrbanAgeC	UrbanAgeC	-0.133963261003989	0.105000693238449	101	18	0.207027951365979	0.779001383430464
Oscillospira	UrbanAgeC	UrbanAgeC	-0.0331803541765425	0.0270118962399354	101	3	0.222283635139775	0.779001383430464
Hydrogenoanaerobacterium	AgeC	AgeC	-0.00534565806990499	0.0042429572080266	101	1	0.212419745738183	0.779001383430464
Subdoligranulum	UrbanAgeC	UrbanAgeC	0.088674938726077	0.0703480778992837	101	17	0.210506737262215	0.779001383430464
Mitsuokella	UrbanAgeC	UrbanAgeC	-0.135785626065789	0.11229977820544	101	16	0.23160606374272	0.779001383430464
Allisonella	AgeC	AgeC	-0.410014092014192	0.310934149023651	101	30	0.213517184939199	0.779001383430464
Acetobacter	AgeC	AgeC	-0.18767900144872	0.147385437702307	101	10	0.217405375249174	0.779001383430464
Comamonas	AgeC	AgeC	0.0698434034848704	0.056884552958979	101	5	0.222489609542018	0.779001383430464
Klebsiella	UrbanAgeC	UrbanAgeC	0.201742886463917	0.166436461117612	101	70	0.231074166641639	0.779001383430464
Victivallis	Location	Urban	-0.0304051135547157	0.0251211108813753	101	3	0.22908911152075	0.779001383430464
Akkermansia	UrbanAgeC	UrbanAgeC	0.127853855785246	0.101118450697127	101	11	0.209117291878848	0.779001383430464
Parasutterella	Location	Urban	0.115054250738176	0.0969880097113373	101	4	0.238436696502848	0.784705844460865
Olsenella	AgeC	AgeC	0.0611969646012308	0.0548317399874257	101	10	0.267142314390798	0.789332009896829
Prevotellaceae_UCG.003	AgeC	AgeC	0.0127284910025689	0.011302732056079	101	3	0.262883509350945	0.789332009896829
Rikenellaceae_RC9_gut_group	AgeC	AgeC	0.15692919319859	0.135264413884677	101	36	0.248828733345825	0.789332009896829
Desulfovibrio	Location	Urban	-0.295517376601746	0.257915539809691	101	31	0.254831415845246	0.789332009896829
Streptococcus	AgeC	AgeC	-0.340949892649935	0.264547430846914	101	100	0.254023014358306	0.789332009896829
Vagococcus	AgeC	AgeC	-0.0113550894079518	0.0098212569481756	101	1	0.277824740288338	0.789332009896829
Clostridia_vadinBB60_group	AgeC	AgeC	0.130850716256471	0.113491744318863	101	22	0.251762709468949	0.789332009896829
Blautia	UrbanAgeC	UrbanAgeC	-0.188759987884765	0.171823308481621	101	53	0.274674857944164	0.789332009896829
Lachnospiraceae_NK4A136_group	UrbanAgeC	UrbanAgeC	-0.132518451044381	0.121122160873268	101	25	0.276625319811132	0.789332009896829
Lachnospiraceae_UCG.004	UrbanAgeC	UrbanAgeC	0.116449105994637	0.106622345932319	101	33	0.277494254467476	0.789332009896829
Moryella	UrbanAgeC	UrbanAgeC	-0.0293516436750933	0.0269126691758618	101	6	0.278139502712594	0.789332009896829
Butyricicoccus	UrbanAgeC	UrbanAgeC	-0.168597621666374	0.148813144971668	101	46	0.262108778007107	0.789332009896829
UCG.007	UrbanAgeC	UrbanAgeC	0.00702731128155471	0.00611629770247004	101	1	0.253402468931733	0.789332009896829
CAG.352	Location	Urban	-0.132385390559087	0.115006149601404	101	8	0.252514229869461	0.789332009896829
Candidatus_Soleaferrea	AgeC	AgeC	0.0491230420685963	0.0451430917846386	101	9	0.279219486494116	0.789332009896829
Finegoldia	Location	Urban	-0.254054451730497	0.227113001618053	101	37	0.266083225866829	0.789332009896829
Peptoniphilus	AgeC	AgeC	-0.0518003572536456	0.0469954182018763	101	11	0.27308352645389	0.789332009896829
Veillonella	Location	Urban	0.464495107204002	0.410111349980408	101	81	0.260191818249676	0.789332009896829
Sneathia	Location	Urban	-0.0865307558165424	0.0777245080210991	101	7	0.268330521056788	0.789332009896829
Acetobacter	Location	Urban	-0.167505616253238	0.153920733769091	101	10	0.279203604470043	0.789332009896829
Phyllobacterium	Location	Urban	-0.131509436990131	0.116659934882625	101	21	0.262427333334899	0.789332009896829
Morganella	Location	Urban	0.152080702911562	0.132589322715172	101	10	0.254306075099199	0.789332009896829
Senegalimassilia	Location	Urban	-0.175277444407658	0.164931732232526	101	31	0.290566064525419	0.798713207717698
Streptococcus	Location	Urban	0.284740071061064	0.268978851035016	101	100	0.292485808581159	0.798713207717698
X.Eubacterium._ruminantium_group	UrbanAgeC	UrbanAgeC	-0.073746787045066	0.070337471976333	101	9	0.297027133935833	0.798713207717698
Marvinbryantia	AgeC	AgeC	0.00459194941542425	0.00425686664568172	101	1	0.284897266273699	0.798713207717698
Intestinibacter	UrbanAgeC	UrbanAgeC	-0.190143258140265	0.181269385153611	101	53	0.296805792539629	0.798713207717698
Peptoniphilus	Location	Urban	-0.125969371936005	0.119457622431998	101	11	0.294268593779249	0.798713207717698
Sutterella	Location	Urban	0.330372619066099	0.308663727253413	101	81	0.287152919268088	0.798713207717698
Victivallis	UrbanAgeC	UrbanAgeC	0.0150953819369161	0.0142740421345335	101	3	0.292891449935896	0.798713207717698
X.Ruminococcus._gnavus_group	UrbanAgeC	UrbanAgeC	0.200505324311715	0.191636894071172	101	64	0.29956421394993	0.800653444557085
Hungatella	AgeC	AgeC	0.0584055007613566	0.0567204395861689	101	10	0.305707768746074	0.807288179742625
Sneathia	UrbanAgeC	UrbanAgeC	0.0456024837376467	0.0441637675825356	101	7	0.304369614710313	0.807288179742625
Lachnospira	Location	Urban	0.221537655061414	0.218743074526671	101	19	0.313686973751418	0.820478389365156
Ruminococcus	UrbanAgeC	UrbanAgeC	-0.173987339006233	0.172055693054068	101	21	0.314423691162611	0.820478389365156
X.Eubacterium._hallii_group	UrbanAgeC	UrbanAgeC	-0.147702239947668	0.148173772070921	101	32	0.322956697925217	0.829296041912289
Flavonifractor	Location	Urban	-0.307531130751245	0.309799643734462	101	59	0.323444261244702	0.829296041912289
Mogibacterium	AgeC	AgeC	0.071193720743664	0.0712839146077626	101	13	0.32040817353962	0.829296041912289
Actinomyces	AgeC	AgeC	0.199817066254	0.199007655648539	101	34	0.328132590829974	0.836453598589702
Holdemanella	UrbanAgeC	UrbanAgeC	-0.0558213199213076	0.057084127984145	101	11	0.331963652491727	0.841356153729031
Anaeroplasma	Location	Urban	-0.0252323069726579	0.0261321084142701	101	3	0.336661962169296	0.848388144666625
Acetobacter	UrbanAgeC	UrbanAgeC	-0.0827778380171839	0.0874017286736118	101	10	0.345967718650706	0.866885022300918
Rikenellaceae_RC9_gut_group	Location	Urban	-0.312813505574021	0.343828524153366	101	36	0.365185734610572	0.88430585082201
Elusimicrobium	AgeC	AgeC	-0.042387511780196	0.047583857853573	101	7	0.375242802790917	0.88430585082201
Lactobacillus	UrbanAgeC	UrbanAgeC	-0.111694955382484	0.128846810719001	101	27	0.388168358006541	0.88430585082201
Clostridium_sensu_stricto_1	Location	Urban	0.361241509400625	0.392673248443651	101	73	0.360003603021989	0.88430585082201
Eubacterium	Location	Urban	-0.175985027454304	0.198229743867287	101	29	0.376915999977661	0.88430585082201
Defluviitaleaceae_UCG.011	AgeC	AgeC	0.0316827070204229	0.0367536407610969	101	8	0.390797625376955	0.88430585082201
Defluviitaleaceae_UCG.011	UrbanAgeC	UrbanAgeC	-0.0467338672908962	0.0530843920728932	101	8	0.380835315809945	0.88430585082201
X.Eubacterium._ruminantium_group	AgeC	AgeC	0.0424135452911785	0.0486990257609438	101	9	0.385941608302342	0.88430585082201
Anaerostipes	Location	Urban	0.199544301223096	0.231413417713051	101	41	0.390673947781595	0.88430585082201
Lachnospiraceae_ND3007_group	UrbanAgeC	UrbanAgeC	-0.06171868871418	0.0695101697559865	101	15	0.376786240866154	0.88430585082201
Lachnospiraceae_NK3A20_group	Location	Urban	-0.0209069462052306	0.0234417020447838	101	2	0.3752814315935	0.88430585082201
Moryella	AgeC	AgeC	0.0164069483461592	0.0186333463677729	101	6	0.380773783472598	0.88430585082201
X.Eubacterium._coprostanoligenes_group	UrbanAgeC	UrbanAgeC	-0.178306653983859	0.192064544853987	101	35	0.355520919323184	0.88430585082201
NK4A214_group	UrbanAgeC	UrbanAgeC	-0.142454086680312	0.163014310776375	101	21	0.384344867399876	0.88430585082201
Hydrogenoanaerobacterium	UrbanAgeC	UrbanAgeC	0.00547240555966761	0.0061291018901005	101	1	0.375275564754442	0.88430585082201
Incertae_Sedis	Location	Urban	0.0508132356550019	0.058971329683088	101	8	0.391019593900889	0.88430585082201
Phocea	UrbanAgeC	UrbanAgeC	-0.0148034174177951	0.0163459621624071	101	3	0.376868534091428	0.88430585082201
Haemophilus	AgeC	AgeC	-0.220150910048353	0.252155506661408	101	34	0.389660683369013	0.88430585082201
Akkermansia	Location	Urban	-0.162634170908937	0.177959949128025	101	11	0.36304555142177	0.88430585082201
Atopobium	AgeC	AgeC	0.245137398270395	0.287387632389834	101	54	0.416428748951503	0.884738427346143
Libanicoccus	AgeC	AgeC	-0.0629084425092507	0.0756446576694206	101	42	0.407659848754357	0.884738427346143
Alistipes	AgeC	AgeC	0.655585266273451	0.202549183576357	101	37	0.417510589285859	0.884738427346143
Rikenellaceae_RC9_gut_group	UrbanAgeC	UrbanAgeC	-0.155645941818851	0.195366473401587	101	36	0.427578463274594	0.884738427346143
Desulfovibrio	UrbanAgeC	UrbanAgeC	-0.111695563229913	0.145713379062064	101	31	0.446355755437783	0.884738427346143
Elusimicrobium	UrbanAgeC	UrbanAgeC	0.054441358261529	0.068726801327219	101	7	0.430211119674575	0.884738427346143
Izemoplasmatales	AgeC	AgeC	-0.0403038776964039	0.0517756820830575	101	8	0.4382088029527	0.884738427346143
Lactobacillus	Location	Urban	-0.176480887737681	0.22690742135364	101	27	0.43861825655108	0.884738427346143
Gemella	UrbanAgeC	UrbanAgeC	0.10305268760145	0.133190548014874	101	62	0.442314324625991	0.884738427346143
Eubacterium	UrbanAgeC	UrbanAgeC	-0.0859528167653544	0.106625029630699	101	29	0.423392078580973	0.884738427346143
Coprococcus	UrbanAgeC	UrbanAgeC	-0.120559414285935	0.15258983766789	101	22	0.432719745102995	0.884738427346143
Lachnospiraceae_UCG.001	Location	Urban	0.063769967393756	0.0803587417466186	101	6	0.429385088352072	0.884738427346143
Marvinbryantia	UrbanAgeC	UrbanAgeC	-0.00470082619990272	0.00614889017542533	101	1	0.447384737637619	0.884738427346143
Monoglobus	UrbanAgeC	UrbanAgeC	-0.103260572300954	0.127243373466111	101	23	0.419053882448307	0.884738427346143
Intestinimonas	UrbanAgeC	UrbanAgeC	-0.0668006772458935	0.0865922917081336	101	11	0.442321953994181	0.884738427346143
UCG.002	AgeC	AgeC	0.119579800044161	0.151527991377886	101	44	0.431943303633357	0.884738427346143
Subdoligranulum	Location	Urban	-0.105233415620495	0.123806686889503	101	17	0.39742838893793	0.884738427346143
Family_XIII_AD3011_group	Location	Urban	-0.157735172281529	0.202016576696766	101	18	0.436819682971775	0.884738427346143
Clostridioides	AgeC	AgeC	-0.108104748490791	0.126278098762298	101	17	0.395482757058236	0.884738427346143
Romboutsia	Location	Urban	0.140346893089782	0.177303843582306	101	18	0.430646557286618	0.884738427346143
Terrisporobacter	Location	Urban	0.106023204733736	0.125269006904113	101	14	0.399432776359671	0.884738427346143
Acidaminococcus	UrbanAgeC	UrbanAgeC	0.0263299288609737	0.0334597730904288	101	10	0.43434676258725	0.884738427346143
Anaerovibrio	Location	Urban	0.177765910877697	0.211103610907223	101	10	0.401815148697117	0.884738427346143
Megasphaera	Location	Urban	0.358731663271712	0.4443229354775	101	72	0.421497139618343	0.884738427346143
Phyllobacterium	AgeC	AgeC	-0.0915620606214197	0.104992176507052	101	21	0.411367216291391	0.884738427346143
Klebsiella	Location	Urban	-0.254736199817541	0.332638019956333	101	70	0.445671018485377	0.884738427346143
Acinetobacter	AgeC	AgeC	-0.063305048685966	0.0767425464735742	101	19	0.411451454150619	0.884738427346143
Treponema	AgeC	AgeC	0.0263195748574108	0.0338766904221058	101	4	0.439094837810969	0.884738427346143
Oribacterium	AgeC	AgeC	0.0214971571380403	0.0285280528977929	101	5	0.452947985547352	0.88777805167281
Oxalobacter	UrbanAgeC	UrbanAgeC	0.0167003886989565	0.0221141758342139	101	2	0.451965216083847	0.88777805167281
Solobacterium	Location	Urban	0.075615019872858	0.101426454108843	101	9	0.457762726121546	0.893244965573459
Bacillus	UrbanAgeC	UrbanAgeC	-0.0725152979917956	0.101167704477693	101	14	0.475248220674097	0.90028240919734
X.Eubacterium._xylanophilum_group	UrbanAgeC	UrbanAgeC	-0.0229189348742508	0.0320492067355907	101	4	0.47625440732473	0.90028240919734
X.Ruminococcus._gauvreauii_group	AgeC	AgeC	-0.0794923668204519	0.108297452906096	101	14	0.471374352594305	0.90028240919734
Dorea	UrbanAgeC	UrbanAgeC	-0.129374693605879	0.178067263065055	101	57	0.469269787762075	0.90028240919734
Oribacterium	Location	Urban	0.0523158085002632	0.0725154387848081	101	5	0.472371942093022	0.90028240919734
Oribacterium	UrbanAgeC	UrbanAgeC	-0.0299562626000815	0.0412039273863076	101	5	0.468961979495966	0.90028240919734
Flavonifractor	AgeC	AgeC	0.325177265253512	0.231316605953009	101	59	0.466284485743912	0.90028240919734
