feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Butyricicoccus	AgeC	AgeC	0.0698921618556678	0.040723951027709	114	112	0.0909019558561789	0.558950794654899
Intestinimonas	EntColi	TRUE	0.14256578240506	0.0814665367218848	114	25	0.0837658388897668	0.558950794654899
Pygmaiobacter	EntColi	TRUE	0.0195516687800255	0.0113094061723262	114	2	0.0867117187136318	0.558950794654899
UCG.010	EntColi	TRUE	0.296566648001242	0.17086926826776	114	107	0.0854936899901762	0.558950794654899
X.Eubacterium._brachy_group	Location	Urban	0.0940534957205032	0.0552885550303357	114	6	0.09408823818247	0.558950794654899
Paeniclostridium	Location	Urban	-0.0700664645046975	0.0398201550873901	114	11	0.0839829355031359	0.558950794654899
Dialister	AgeC	AgeC	0.743505831042032	0.395108510619388	114	106	0.095637968667188	0.558950794654899
Veillonella	AgeC	AgeC	-0.338264569426542	0.188126514916073	114	31	0.0843824962614233	0.558950794654899
Saccharimonadaceae	EntColi	TRUE	0.0548326613266404	0.032265989471387	114	7	0.0920716433477945	0.558950794654899
Acetobacter	Location	Urban	-0.0610333870718841	0.0356803701354857	114	3	0.0899952555460798	0.558950794654899
Acetobacter	AgeC	AgeC	-0.101620174674794	0.0576835005914701	114	3	0.0953692916758309	0.558950794654899
Brevundimonas	Location	Urban	-0.0466453521862412	0.0276957133541937	114	4	0.0949771752569775	0.558950794654899
Caulobacter	EntColi	TRUE	0.0111448929639508	0.0065690801360578	114	1	0.0926064373588501	0.558950794654899
Franconibacter	EntColi	TRUE	0.0111184032256694	0.00656771555991483	114	1	0.0933471667306291	0.558950794654899
Treponema	AgeC	AgeC	0.730006332565606	0.373710080000709	114	26	0.0828220412149166	0.558950794654899
Muribaculaceae	AgeC	AgeC	0.0508621521901898	0.0302755155200396	114	25	0.0982701851798084	0.565950190561086
UBA1819	AgeC	AgeC	-0.124638177023861	0.0726131699360385	114	5	0.0976987929122766	0.565950190561086
Campylobacter	AgeC	AgeC	0.0700420493102513	0.0417985865048122	114	12	0.0995611721510583	0.568110464332934
Lachnoclostridium	EntColi	TRUE	-0.231045952395142	0.139896408852664	114	94	0.10152544419638	0.568110464332934
Phocea	Location	Urban	0.076159329795341	0.0460137618247809	114	17	0.100764007096861	0.568110464332934
Pygmaiobacter	Location	Urban	0.0153850354139446	0.00925110888070784	114	2	0.101517706707138	0.568110464332934
Ruminococcus	AgeC	AgeC	0.374524985605378	0.183097831082312	114	110	0.10292192703516	0.571869017117898
Varibaculum	Location	Urban	-0.0139024492968191	0.00852204181916558	114	2	0.10808498749832	0.572625485302615
Coriobacteriaceae_UCG.003	Location	Urban	-0.0373385956174328	0.0234769620403795	114	4	0.114606637697152	0.572625485302615
Coriobacteriaceae_UCG.003	EntColi	TRUE	0.0466815344503757	0.0289705357523686	114	4	0.109970256667382	0.572625485302615
Butyricimonas	AgeC	AgeC	0.281955912048532	0.118961186952444	114	38	0.113590906194676	0.572625485302615
Desulfovibrio	Location	Urban	-0.311605902283603	0.193106338437724	114	93	0.111991073022433	0.572625485302615
Streptococcus	Location	Urban	-0.278705569961835	0.17233996644161	114	99	0.111205281258904	0.572625485302615
Clostridia_UCG.014	EntColi	TRUE	0.429123569619041	0.26586015540161	114	97	0.109418368099479	0.572625485302615
Blautia	Location	Urban	-0.158664243648471	0.0977715896479062	114	112	0.1100797672839	0.572625485302615
Lachnospiraceae_UCG.010	EntColi	TRUE	-0.266535126671843	0.165220600892394	114	65	0.109705256049684	0.572625485302615
X.Eubacterium._coprostanoligenes_group	EntColi	TRUE	0.195567763256731	0.123064515327675	114	111	0.114905988369087	0.572625485302615
UCG.009	AgeC	AgeC	0.390298137799423	0.223687514872402	114	105	0.106114890461387	0.572625485302615
NK4A214_group	EntColi	TRUE	0.226029388881322	0.142697583877604	114	109	0.116121771417514	0.572625485302615
Papillibacter	EntColi	TRUE	0.115850140083157	0.07314290369548	114	36	0.116109217118988	0.572625485302615
UCG.005	EntColi	TRUE	0.18867227748287	0.115277471702194	114	110	0.104576469105346	0.572625485302615
X.Eubacterium._siraeum_group	EntColi	TRUE	0.351639424113347	0.219258701442477	114	98	0.111686604373474	0.572625485302615
Incertae_Sedis	AgeC	AgeC	0.0444460755122146	0.0279284752272882	114	19	0.114383773588783	0.572625485302615
Oxalobacter	Location	Urban	0.143327447800997	0.0869410939923042	114	48	0.104818250800635	0.572625485302615
Pseudomonas	EntColi	TRUE	0.12441551984534	0.0772210156208267	114	7	0.11003401829919	0.572625485302615
Clostridia_vadinBB60_group	EntColi	TRUE	0.335718466129632	0.213300895526144	114	107	0.11839970189286	0.580232079462525
Alloscardovia	AgeC	AgeC	-0.0603606521809735	0.0331767054889666	114	3	0.120963524490019	0.585522827132671
Lachnospiraceae_NK4B4_group	Location	Urban	0.211128666399002	0.134078895725351	114	45	0.120679693944942	0.585522827132671
Cellulosilyticum	AgeC	AgeC	0.0147764393980588	0.00794419710911577	114	1	0.121825998545586	0.586101907636996
Parabacteroides	EntColi	TRUE	-0.0930897246959347	0.0606121314086361	114	12	0.127517819689464	0.606093733343297
Candidatus_Soleaferrea	EntColi	TRUE	0.259080782884875	0.168457262043991	114	68	0.127096548684837	0.606093733343297
Brachyspira	AgeC	AgeC	0.0177162940168381	0.0115650756214578	114	2	0.1284233379886	0.606742596844346
Saccharimonadaceae	AgeC	AgeC	0.0185294303235517	0.0121892674280387	114	7	0.133183372229937	0.625486194579883
Gardnerella	AgeC	AgeC	0.00734000031192479	0.00492400502028668	114	2	0.138913714771546	0.63656797572803
Desulfovibrio	AgeC	AgeC	0.115002277996501	0.0768474478571013	114	93	0.139577008619707	0.63656797572803
Lachnospiraceae_UCG.003	EntColi	TRUE	-0.194058156158767	0.129922985025342	114	24	0.138155025477597	0.63656797572803
Comamonas	Location	Urban	-0.147902601312755	0.0979772637307384	114	17	0.136446659274388	0.63656797572803
Pseudomonas	AgeC	AgeC	-0.157876094429706	0.101479348655827	114	7	0.137760591147368	0.63656797572803
Parvimonas	EntColi	TRUE	0.0996673423264938	0.0671499813320388	114	16	0.140645292738485	0.637431354233607
Oxalobacter	AgeC	AgeC	0.223078594734861	0.131267861901517	114	48	0.141382112789457	0.637431354233607
Muribaculaceae	EntColi	TRUE	-0.13414343532053	0.0921173435231246	114	25	0.148711014310162	0.641163881370042
Prevotella	Location	Urban	-0.0168016586923209	0.011454406271861	114	2	0.145275683909483	0.641163881370042
X.Ruminococcus._gauvreauii_group	EntColi	TRUE	-0.20570010985381	0.14131637837323	114	79	0.148371882209055	0.641163881370042
Lachnospiraceae	EntColi	TRUE	0.0180011801451088	0.0123658376844164	114	2	0.148334183509571	0.641163881370042
Candidatus_Soleaferrea	AgeC	AgeC	0.413996890772709	0.245729721161231	114	68	0.146769513109198	0.641163881370042
Mogibacterium	Location	Urban	-0.245216497866435	0.166067430194768	114	66	0.14503529497703	0.641163881370042
Terrisporobacter	AgeC	AgeC	0.0447867139494019	0.0301604972807624	114	48	0.143308018418532	0.641163881370042
DTU014	Location	Urban	0.0180166913645814	0.0123615004196953	114	2	0.147831752791923	0.641163881370042
Cetobacterium	Location	Urban	-0.071881569956025	0.0499049410718762	114	4	0.152603023150985	0.654368398185473
GCA.900066755	Location	Urban	0.0179193974278132	0.0123005783810892	114	2	0.153693937537821	0.65548387414779
Lactococcus	EntColi	TRUE	-0.185565596832702	0.129819621099516	114	28	0.155735102787328	0.657085540637442
Lachnospiraceae_UCG.004	AgeC	AgeC	0.108205008198377	0.0752463965122294	114	40	0.155230435497489	0.657085540637442
Enterobacter	EntColi	TRUE	-0.22372953277	0.157459638686297	114	47	0.158183386364366	0.663865382135557
Actinomyces	Location	Urban	0.0604267244093487	0.0428708812643886	114	14	0.16460875507806	0.665556468669119
Actinomyces	AgeC	AgeC	-0.103902920633077	0.064410301959846	114	14	0.160384265961194	0.665556468669119
Varibaculum	AgeC	AgeC	-0.00587808554013088	0.00417619536760212	114	2	0.163805021073485	0.665556468669119
Erysipelotrichaceae_UCG.003	Location	Urban	-0.0433436796097042	0.0307837840882185	114	7	0.161949899693187	0.665556468669119
Oxalobacter	EntColi	TRUE	0.139456165345013	0.0995228318076016	114	48	0.163979421265239	0.665556468669119
Klebsiella	Location	Urban	0.266104575990076	0.187603425714895	114	83	0.161352125875598	0.665556468669119
Treponema	Location	Urban	-0.338958627612682	0.24048949751837	114	26	0.164130690331557	0.665556468669119
Pyramidobacter	Location	Urban	0.057270400235766	0.0410059157435727	114	5	0.16533468676698	0.665556468669119
Blautia	AgeC	AgeC	0.060145628519489	0.0430773384074038	114	112	0.16747989738702	0.668713923045889
UCG.007	Location	Urban	0.0741034887256007	0.053074769070055	114	17	0.167814140384139	0.668713923045889
Mobiluncus	Location	Urban	-0.00570906871552952	0.00538941524503579	114	1	0.291778559284633	0.673247347744676
Varibaculum	EntColi	TRUE	-0.0123036102434743	0.0104378691651455	114	2	0.241078837104658	0.673247347744676
Alloscardovia	Location	Urban	-0.0304084963710506	0.0218511603115429	114	3	0.179969295919464	0.673247347744676
Scardovia	Location	Urban	-0.00613934625850044	0.00542864005150558	114	1	0.262674301616735	0.673247347744676
Corynebacterium	EntColi	TRUE	-0.0157472687850042	0.0144242000380918	114	3	0.277355582616139	0.673247347744676
Dietzia	Location	Urban	-0.00570906871344349	0.00538941524971408	114	1	0.291778560383303	0.673247347744676
Mycobacterium	Location	Urban	-0.00561972552848776	0.00537401398086858	114	1	0.297981822545212	0.673247347744676
Mycobacterium	AgeC	AgeC	0.00301343018413233	0.00267615574012195	114	1	0.262603732622869	0.673247347744676
Rhodococcus	Location	Urban	-0.00612803574534544	0.00538958856899196	114	1	0.258005033292628	0.673247347744676
PeM15	Location	Urban	-0.00561972552846808	0.00537401398086859	114	1	0.297981822547361	0.673247347744676
PeM15	AgeC	AgeC	0.00301343018413322	0.00267615574012196	114	1	0.262603732623098	0.673247347744676
Cutibacterium	AgeC	AgeC	-0.00342468493369172	0.00266078286722853	114	1	0.202497112919535	0.673247347744676
Pseudopropionibacterium	Location	Urban	-0.00613934625833863	0.00542864005138726	114	1	0.262674301758325	0.673247347744676
Olsenella	AgeC	AgeC	-0.168755149904712	0.11891369418182	114	20	0.189042196790853	0.673247347744676
Olsenella	EntColi	TRUE	-0.11482403628168	0.0868676903919611	114	20	0.188993873070984	0.673247347744676
Enterorhabdus	AgeC	AgeC	-0.00325454554589078	0.00267803559654087	114	1	0.226863780796135	0.673247347744676
Muribaculaceae	Location	Urban	0.113261254792096	0.101841360308718	114	25	0.270593076326841	0.673247347744676
Porphyromonas	Location	Urban	-0.00570906871551625	0.0053894152450358	114	1	0.291778559285729	0.673247347744676
Prevotellaceae_UCG.003	Location	Urban	0.16407707244763	0.13589274907261	114	19	0.232128236569373	0.673247347744676
Prevotellaceae_UCG.003	AgeC	AgeC	0.0442048135325248	0.0351654934465907	114	19	0.213857303109888	0.673247347744676
Alistipes	EntColi	TRUE	0.252502644401997	0.217124945879196	114	101	0.247489006714138	0.673247347744676
Rikenellaceae_RC9_gut_group	EntColi	TRUE	0.361325529607315	0.328218939488023	114	82	0.273890148910666	0.673247347744676
Dinghuibacter	Location	Urban	-0.00561972552875502	0.00537401398022337	114	1	0.297981822359673	0.673247347744676
Dinghuibacter	AgeC	AgeC	0.00301343018420133	0.00267615574038654	114	1	0.262603732582848	0.673247347744676
Edaphobaculum	Location	Urban	-0.00561972552875502	0.00537401398022337	114	1	0.297981822359673	0.673247347744676
Edaphobaculum	AgeC	AgeC	0.00301343018420133	0.00267615574038654	114	1	0.262603732582848	0.673247347744676
Parasegetibacter	Location	Urban	-0.00561972552849497	0.00537401398086859	114	1	0.297981822544665	0.673247347744676
Parasegetibacter	AgeC	AgeC	0.00301343018413187	0.00267615574012195	114	1	0.262603732623011	0.673247347744676
Fluviicola	Location	Urban	-0.00561972552875594	0.00537401398022336	114	1	0.297981822359577	0.673247347744676
Fluviicola	AgeC	AgeC	0.00301343018420127	0.00267615574038654	114	1	0.262603732582839	0.673247347744676
Chryseobacterium	AgeC	AgeC	0.00294931830844508	0.00264359873272879	114	1	0.267005335386523	0.673247347744676
AKYH767	Location	Urban	-0.00561972552847344	0.00537401398086857	114	1	0.297981822546422	0.673247347744676
AKYH767	AgeC	AgeC	0.00301343018413295	0.00267615574012196	114	1	0.262603732622767	0.673247347744676
NS11.12_marine_group	Location	Urban	-0.00561972552847344	0.00537401398086857	114	1	0.297981822546422	0.673247347744676
NS11.12_marine_group	AgeC	AgeC	0.00301343018413295	0.00267615574012196	114	1	0.262603732622767	0.673247347744676
Pedobacter	AgeC	AgeC	0.00294931830844505	0.00264359873272878	114	1	0.267005335386536	0.673247347744676
Gastranaerophilales	Location	Urban	0.044869740896687	0.0350971479584974	114	6	0.205937209845267	0.673247347744676
Bilophila	AgeC	AgeC	0.0182878392037531	0.015337829857825	114	5	0.235695528241267	0.673247347744676
Elusimicrobium	AgeC	AgeC	0.115433195193021	0.08653691453233	114	28	0.187046131237406	0.673247347744676
Anaeroplasma	EntColi	TRUE	0.180992667100048	0.156675009993674	114	39	0.250524848637502	0.673247347744676
Ureibacillus	AgeC	AgeC	0.0028495754913487	0.00268222800063247	114	1	0.290384955238428	0.673247347744676
Lysinibacillus	Location	Urban	-0.00655227664097353	0.00535478908069204	114	1	0.223706963416908	0.673247347744676
Solibacillus	Location	Urban	-0.0065522679364081	0.00535478912190949	114	1	0.223707578027018	0.673247347744676
UCG.004	Location	Urban	0.0480554402034383	0.0408715753200744	114	8	0.244259141237002	0.673247347744676
Erysipelotrichaceae_UCG.006	Location	Urban	-0.0500978245518514	0.0409759967995368	114	12	0.226362721336671	0.673247347744676
Faecalitalea	Location	Urban	-0.00664682786127957	0.00535660048260601	114	1	0.217304910145928	0.673247347744676
Faecalitalea	AgeC	AgeC	-0.0119377976473904	0.00833905927239983	114	1	0.185239452619458	0.673247347744676
Holdemanella	Location	Urban	-0.0996372646782836	0.0819415397203987	114	48	0.228789561749147	0.673247347744676
Solobacterium	AgeC	AgeC	-0.0433337708166615	0.0405333421944141	114	64	0.289261530879857	0.673247347744676
Turicibacter	EntColi	TRUE	-0.231327621425169	0.19396552869174	114	83	0.23561998875557	0.673247347744676
