feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Intestinimonas	AgeC	AgeC	0.159460534787183	0.0599558009777312	101	11	0.00915297705523322	0.201365495215131
Anaerococcus	UrbanAgeC	UrbanAgeC	0.196592911274979	0.0737586533029886	101	8	0.00900937788584448	0.201365495215131
Dolosigranulum	UrbanAgeC	UrbanAgeC	0.0726164736186206	0.0274347437252283	101	5	0.00948073687486312	0.202441616798548
Clostridia_UCG.014	AgeC	AgeC	0.312899717944326	0.120391814089219	101	25	0.0119553985617674	0.24798912445266
Campylobacter	AgeC	AgeC	0.331920893382005	0.13340584019507	101	23	0.0145495664351667	0.272941983218673
Lachnospiraceae_UCG.001	AgeC	AgeC	0.0792296019734529	0.0316237439424822	101	6	0.0138977139952555	0.272941983218673
Sellimonas	AgeC	AgeC	0.158096604808211	0.0637406210942061	101	9	0.0148495784227339	0.272941983218673
Anaerococcus	Location	Urban	-0.32134446216295	0.129809012094807	101	8	0.0150381257971721	0.272941983218673
Anaerococcus	AgeC	AgeC	-0.127472363319766	0.051067723311173	101	8	0.014241889089397	0.272941983218673
X.Ruminococcus._gnavus_group	AgeC	AgeC	-0.824594820193655	0.349911699992166	101	64	0.0225946070906444	0.400089871897751
Ruminococcus	AgeC	AgeC	0.266388582566315	0.119105982182464	101	21	0.027605265363612	0.477176729856721
UCG.005	UrbanAgeC	UrbanAgeC	-0.370820750559318	0.174807448292576	101	27	0.0364448779489933	0.615325148627189
Brachybacterium	AgeC	AgeC	-0.0161110409919999	0.00768300456352728	101	2	0.0400538808735473	0.66088903441353
Brachybacterium	Location	Urban	-0.0400797212456757	0.0195402928532828	101	2	0.0430610969145433	0.67151871570689
Coprococcus	AgeC	AgeC	0.215452936075774	0.105216510925286	101	22	0.0453228885256716	0.67151871570689
Lachnospiraceae_ND3007_group	AgeC	AgeC	0.0990963734998983	0.0480840390878461	101	15	0.041988891690461	0.67151871570689
Oscillibacter	UrbanAgeC	UrbanAgeC	-0.18890507693718	0.0917131996725873	101	21	0.0436813402735389	0.67151871570689
Fusobacterium	UrbanAgeC	UrbanAgeC	-0.229329354757783	0.111922381325308	101	26	0.0449861957233188	0.67151871570689
Bacteroides	AgeC	AgeC	-0.106969804418275	0.0515714942122857	101	7	0.046819166726955	0.679814300875386
Family_XIII_UCG.001	UrbanAgeC	UrbanAgeC	-0.194353429700926	0.0970690988504424	101	17	0.0480533347905507	0.684053354077251
Succinatimonas	AgeC	AgeC	0.108182333616086	0.0537703590859794	101	9	0.0491263385399862	0.685879265000576
Varibaculum	Location	Urban	-0.170651179195015	0.096341427355825	101	7	0.079648782291416	0.699786322793117
Varibaculum	UrbanAgeC	UrbanAgeC	0.0933255086062681	0.0547420693246123	101	7	0.0914284771519765	0.699786322793117
Rothia	AgeC	AgeC	-0.195646660424829	0.103213591547673	101	35	0.0609964775088023	0.699786322793117
Libanicoccus	UrbanAgeC	UrbanAgeC	0.212928301227354	0.109178977098485	101	42	0.054030761300967	0.699786322793117
Slackia	AgeC	AgeC	0.0405071717509709	0.02052734270273	101	5	0.0513038382451452	0.699786322793117
Muribaculaceae	AgeC	AgeC	0.0308663075984955	0.0181110288900352	101	2	0.0933423472485944	0.699786322793117
Porphyromonas	AgeC	AgeC	-0.00730202416477553	0.00422681952957843	101	1	0.0872526339773997	0.699786322793117
Prevotellaceae_UCG.003	UrbanAgeC	UrbanAgeC	-0.0315847292919293	0.0163139673239198	101	3	0.0557721073298213	0.699786322793117
Bilophila	UrbanAgeC	UrbanAgeC	0.0501237025580078	0.0300029861063116	101	3	0.0980532589230274	0.699786322793117
Elusimicrobium	Location	Urban	-0.215642915836148	0.120866552206596	101	7	0.0775276347751959	0.699786322793117
Tumebacillus	AgeC	AgeC	-0.00730202416477781	0.00422681952957775	101	1	0.0872527422144741	0.699786322793117
Sporosarcina	AgeC	AgeC	0.0192745370532591	0.0092126059049771	101	1	0.0961239186296677	0.699786322793117
Erysipelotrichaceae_UCG.006	Location	Urban	0.0178671039880587	0.010704470306165	101	1	0.0983170866734132	0.699786322793117
Solobacterium	AgeC	AgeC	0.0732383409227351	0.0398566750741098	101	9	0.0691910582519155	0.699786322793117
Enterococcus	AgeC	AgeC	0.244499651955996	0.124952809580776	101	80	0.0553507624103848	0.699786322793117
Staphylococcus	AgeC	AgeC	-0.00730202416479156	0.00422681952957819	101	1	0.0872526008042558	0.699786322793117
Christensenellaceae_R.7_group	AgeC	AgeC	0.238032518240499	0.136558302643557	101	28	0.0865603970723074	0.699786322793117
Christensenellaceae_R.7_group	UrbanAgeC	UrbanAgeC	-0.335946994941991	0.197430940085067	101	28	0.0939537999023461	0.699786322793117
Clostridium_sensu_stricto_18	AgeC	AgeC	-0.0199938960115112	0.011352119957568	101	2	0.0813476281846896	0.699786322793117
X.Eubacterium._eligens_group	UrbanAgeC	UrbanAgeC	0.0994196907883808	0.0579536658673014	101	10	0.0894456950136892	0.699786322793117
X.Eubacterium._fissicatena_group	AgeC	AgeC	0.108900994520242	0.0497976825484329	101	3	0.0548611165050643	0.699786322793117
Agathobacter	AgeC	AgeC	0.276978858886328	0.149254032924284	101	41	0.0686085404479072	0.699786322793117
CAG.56	AgeC	AgeC	0.0306676012441161	0.0158894424107128	101	3	0.0582019412757064	0.699786322793117
Lachnospiraceae_UCG.001	UrbanAgeC	UrbanAgeC	-0.0847251407168587	0.0456751262302608	101	6	0.066640496559197	0.699786322793117
Lachnospiraceae_UCG.008	Location	Urban	0.0178671039880587	0.010704470306165	101	1	0.0983170866734132	0.699786322793117
Sellimonas	UrbanAgeC	UrbanAgeC	-0.161845132592642	0.0920625018655588	101	9	0.0819033131708782	0.699786322793117
Tyzzerella	Location	Urban	-0.518866172233016	0.28630107653557	101	34	0.0730932194737452	0.699786322793117
UCG.009	AgeC	AgeC	0.16070506349228	0.086133517317049	101	17	0.0650958771846572	0.699786322793117
Anaerotruncus	UrbanAgeC	UrbanAgeC	-0.144507473998406	0.0801014509186959	101	16	0.074327786745371	0.699786322793117
Phocea	AgeC	AgeC	0.0208819230558113	0.011222260332339	101	3	0.0798109728590933	0.699786322793117
Peptococcus	UrbanAgeC	UrbanAgeC	-0.288768881696804	0.152785463530753	101	24	0.0636848108143073	0.699786322793117
X.Eubacterium._brachy_group	AgeC	AgeC	0.0199286318293218	0.0109608273782488	101	3	0.0825733845198236	0.699786322793117
Family_XIII_AD3011_group	AgeC	AgeC	0.13657872884064	0.079472535731415	101	18	0.0888837716325557	0.699786322793117
Paeniclostridium	AgeC	AgeC	0.158464796934056	0.0864550980310176	101	4	0.0868218553475755	0.699786322793117
Paraclostridium	AgeC	AgeC	0.0187348425461687	0.0105578576048285	101	2	0.0791190170146568	0.699786322793117
Romboutsia	UrbanAgeC	UrbanAgeC	-0.175597412930081	0.0996819133325594	101	18	0.0836026728017077	0.699786322793117
Terrisporobacter	UrbanAgeC	UrbanAgeC	-0.133810827075986	0.0711503937422774	101	14	0.0630158960100013	0.699786322793117
Ezakiella	AgeC	AgeC	-0.0838201342634868	0.0455791161135592	101	5	0.0976925420005295	0.699786322793117
Finegoldia	UrbanAgeC	UrbanAgeC	0.23382115338027	0.12845603999435	101	37	0.071837994204228	0.699786322793117
Anaerovibrio	UrbanAgeC	UrbanAgeC	-0.227905944806692	0.119920995704338	101	10	0.0603411785815286	0.699786322793117
Allisonella	Location	Urban	-0.494426555107795	0.293616091144815	101	30	0.0954830063353704	0.699786322793117
Negativicoccus	AgeC	AgeC	-0.109253104564278	0.057850413228336	101	6	0.0619407457142486	0.699786322793117
Haliangium	Location	Urban	-0.0503731940709611	0.0278738721712629	101	2	0.073960811009777	0.699786322793117
Haliangium	AgeC	AgeC	-0.0194415722046657	0.0109594727859115	101	2	0.0809529305721152	0.699786322793117
Succinivibrio	AgeC	AgeC	0.0425568409652044	0.0248342417263266	101	7	0.0897898144898345	0.699786322793117
Lautropia	UrbanAgeC	UrbanAgeC	0.0230074552598158	0.0125723226919338	101	2	0.0703519229831462	0.699786322793117
Parasutterella	UrbanAgeC	UrbanAgeC	-0.0992269868822558	0.0551089104439321	101	4	0.0749123217896676	0.699786322793117
Sutterella	UrbanAgeC	UrbanAgeC	-0.307088809757144	0.175173482406038	101	81	0.0827847155731495	0.699786322793117
Escherichia.Shigella	AgeC	AgeC	-0.490343651380064	0.201791083948413	101	100	0.0563451283949952	0.699786322793117
Victivallaceae	AgeC	AgeC	-0.00730202416477534	0.00422681952958025	101	1	0.0872526453626301	0.699786322793117
Porphyromonas	Location	Urban	-0.0172132844183326	0.010744149425503	101	1	0.112383478781269	0.703365565475872
Prevotellaceae_UCG.003	Location	Urban	0.0464724499456755	0.0287112072527385	101	3	0.108776819403437	0.703365565475872
Pontibacter	AgeC	AgeC	-0.00680717294335595	0.00423532538313894	101	1	0.111252742882972	0.703365565475872
Tumebacillus	Location	Urban	-0.0172132844183462	0.010744149425503	101	1	0.112383478780805	0.703365565475872
Erysipelatoclostridium	Location	Urban	-0.0976123877785715	0.0598615202905008	101	8	0.10623590081196	0.703365565475872
Staphylococcus	Location	Urban	-0.0172132844183987	0.010744149425503	101	1	0.112383478779766	0.703365565475872
Sarcina	AgeC	AgeC	0.059527004450802	0.036945618757259	101	4	0.112249301694616	0.703365565475872
X.Ruminococcus._gnavus_group	Location	Urban	-0.554278980394446	0.340619212606548	101	64	0.107077885960299	0.703365565475872
Roseburia	UrbanAgeC	UrbanAgeC	-0.353162039601637	0.217322892476076	101	42	0.109752683952351	0.703365565475872
UCG.009	UrbanAgeC	UrbanAgeC	-0.20104901588608	0.124405237391211	101	17	0.109324597773852	0.703365565475872
NK4A214_group	AgeC	AgeC	0.185776783314827	0.112827625835258	101	21	0.102885997432516	0.703365565475872
Gallicola	AgeC	AgeC	-0.00690614318095128	0.00423367325661646	101	1	0.106082102405423	0.703365565475872
Phaselicystis	AgeC	AgeC	-0.00680717294333701	0.00423532538313894	101	1	0.111252742883942	0.703365565475872
Victivallaceae	Location	Urban	-0.0172132844183323	0.010744149425503	101	1	0.112383478781111	0.703365565475872
Methanobrevibacter	UrbanAgeC	UrbanAgeC	0.0466920990849011	0.0307722840772658	101	4	0.13243264330009	0.708161159559362
Corynebacterium	AgeC	AgeC	-0.0171363216186035	0.0113410563927874	101	2	0.134039747744443	0.708161159559362
Piscicoccus	AgeC	AgeC	0.00655380913501945	0.00423944335495178	101	1	0.125382109437011	0.708161159559362
Propioniciclava	AgeC	AgeC	0.00655380913503748	0.00423944335495177	101	1	0.125382109435945	0.708161159559362
Butyricimonas	UrbanAgeC	UrbanAgeC	-0.112960798526765	0.0726376523886354	101	9	0.125031136539644	0.708161159559362
Pontibacter	Location	Urban	-0.0164547668985081	0.0107657707890228	101	1	0.129659409737678	0.708161159559362
Solobacterium	UrbanAgeC	UrbanAgeC	-0.0894900015235912	0.057566198138266	101	9	0.123308140003133	0.708161159559362
Izemoplasmatales	Location	Urban	-0.200165581794302	0.131444004918466	101	8	0.131057254596623	0.708161159559362
Catabacter	UrbanAgeC	UrbanAgeC	0.0164548723886543	0.0107523284673445	101	2	0.129183856579197	0.708161159559362
Fastidiosipila	AgeC	AgeC	-0.0337273146274154	0.0219921627530974	101	3	0.128381847853783	0.708161159559362
Anaerostipes	UrbanAgeC	UrbanAgeC	-0.198144653883604	0.131452961785562	101	41	0.135006641967478	0.708161159559362
DTU089	Location	Urban	0.0164252507093634	0.0107514500080078	101	1	0.129835425471533	0.708161159559362
Fournierella	AgeC	AgeC	0.00655380913501997	0.00423944335495177	101	1	0.125382109436923	0.708161159559362
Incertae_Sedis	UrbanAgeC	UrbanAgeC	-0.0524697407484949	0.0334730884686468	101	8	0.120283599171085	0.708161159559362
Subdoligranulum	AgeC	AgeC	0.0732906049311592	0.0486994781069552	101	17	0.135584574626379	0.708161159559362
UCG.010	AgeC	AgeC	0.141565769039604	0.0929347966455232	101	14	0.130942166256042	0.708161159559362
X.Eubacterium._nodatum_group	UrbanAgeC	UrbanAgeC	-0.0391722312740043	0.0255292131502912	101	5	0.128218474506648	0.708161159559362
Gallicola	Location	Urban	-0.0166064704021262	0.0107615712497085	101	1	0.126056229296589	0.708161159559362
Phaselicystis	Location	Urban	-0.016454766898429	0.0107657707890228	101	1	0.129659409739493	0.708161159559362
Brevundimonas	AgeC	AgeC	0.0209923044246366	0.0130643581214361	101	3	0.114821968279917	0.708161159559362
Anaerobiospirillum	AgeC	AgeC	0.0286975845859376	0.0190509134551914	101	2	0.13522416081863	0.708161159559362
C39	AgeC	AgeC	0.00655380913503323	0.00423944335495176	101	1	0.125382109436166	0.708161159559362
Proteus	AgeC	AgeC	-0.0802144071751516	0.0526324773239385	101	12	0.130750567939344	0.708161159559362
Megasphaera	UrbanAgeC	UrbanAgeC	-0.356942742139942	0.237221883385869	101	72	0.138459023553097	0.718008936425347
Brachybacterium	UrbanAgeC	UrbanAgeC	0.0164930396115497	0.0110971575059417	101	2	0.142099975211286	0.718817642033957
Nesterenkonia	Location	Urban	0.0159926946292481	0.010764333057092	101	1	0.140598382541369	0.718817642033957
Oscillospira	Location	Urban	0.0709457595439563	0.0477023969101233	101	3	0.140190272088545	0.718817642033957
Parvimonas	AgeC	AgeC	0.075837950362769	0.051301820562954	101	11	0.142575400072851	0.718817642033957
Erysipelotrichaceae_UCG.003	AgeC	AgeC	0.052006445327654	0.0351652885981507	101	8	0.144300571496443	0.719811169168423
Papillibacter	UrbanAgeC	UrbanAgeC	-0.0157304864097285	0.0106989598243398	101	2	0.144755414185385	0.719811169168423
Veillonellaceae	UrbanAgeC	UrbanAgeC	-0.0519081507499982	0.0354260212000436	101	4	0.146085320413851	0.721482602860245
Sporosarcina	UrbanAgeC	UrbanAgeC	-0.00874575004467907	0.00601771210839202	101	1	0.149392027857643	0.728751141079402
GCA.900066575	Location	Urban	0.13241512154798	0.0915430199512876	101	12	0.151266398941587	0.728751141079402
Peptoniphilus	UrbanAgeC	UrbanAgeC	0.099240976158764	0.0684827512073467	101	11	0.150524234590215	0.728751141079402
Acidaminococcus	AgeC	AgeC	0.0336624981471836	0.0231860104013528	101	10	0.151782228658748	0.728751141079402
Paracoccus	UrbanAgeC	UrbanAgeC	0.13831251457194	0.0959216722874863	101	31	0.152575996479434	0.728751141079402
Corynebacterium	Location	Urban	-0.0410735873578191	0.0288278237408154	101	2	0.157427541080453	0.73391329232842
Coriobacteriaceae_UCG.003	UrbanAgeC	UrbanAgeC	-0.0352171732719703	0.024816164200316	101	6	0.161373200622209	0.73391329232842
X.Eubacterium._ventriosum_group	UrbanAgeC	UrbanAgeC	-0.119796061723602	0.084600141354132	101	18	0.159970805025008	0.73391329232842
Dorea	AgeC	AgeC	0.450357140216939	0.27933419198792	101	57	0.156209873258162	0.73391329232842
Howardella	AgeC	AgeC	0.0312824443925296	0.021953723132166	101	5	0.159220292765316	0.73391329232842
Lachnospiraceae_FCS020_group	UrbanAgeC	UrbanAgeC	-0.0962265538013145	0.0676739118489055	101	10	0.158291717944192	0.73391329232842
Lachnospiraceae_FE2018_group	UrbanAgeC	UrbanAgeC	0.0592191538736857	0.0419999884608484	101	4	0.161743976270726	0.73391329232842
Faecalibacterium	AgeC	AgeC	0.0649709986391087	0.0458822967352316	101	20	0.159968005197921	0.73391329232842
Butyricicoccus	AgeC	AgeC	0.387432911192287	0.240820402047107	101	46	0.164218968614353	0.740515349155407
Rhodococcus	Location	Urban	-0.0150971837535205	0.0107961005417152	101	1	0.165313846101507	0.740850939936381
Methanobrevibacter	Location	Urban	-0.0737073526137007	0.0541566259291881	101	4	0.176666225953353	0.741385433769564
Rhodococcus	AgeC	AgeC	-0.00592161586708387	0.00424238162337758	101	1	0.167718218905821	0.741385433769564
Erysipelatoclostridium	UrbanAgeC	UrbanAgeC	0.0469164221302255	0.0340074869110318	101	8	0.170917660664715	0.741385433769564
Erysipelotrichaceae_UCG.006	UrbanAgeC	UrbanAgeC	-0.00832808214602152	0.00608237672687321	101	1	0.174094042329322	0.741385433769564
Enterococcus	UrbanAgeC	UrbanAgeC	-0.249194402302511	0.180973611354004	101	80	0.173795146454443	0.741385433769564
X.Eubacterium._xylanophilum_group	AgeC	AgeC	0.0302564079203049	0.022196519221138	101	4	0.17600207904733	0.741385433769564
CAG.56	UrbanAgeC	UrbanAgeC	-0.0313947411816666	0.0229509755217295	101	3	0.17615577309912	0.741385433769564
Lachnospiraceae_UCG.008	UrbanAgeC	UrbanAgeC	-0.00832808214602152	0.00608237672687321	101	1	0.174094042329322	0.741385433769564
Murdochiella	Location	Urban	-0.136388808637599	0.100202587635661	101	6	0.176626166638903	0.741385433769564
Sutterella	AgeC	AgeC	-0.433855518626261	0.312813839291879	101	81	0.170021129707854	0.741385433769564
Haemophilus	UrbanAgeC	UrbanAgeC	0.200775422987129	0.145200743007604	101	34	0.172436549151403	0.741385433769564
Sphingomonas	Location	Urban	-0.0584388162231348	0.0430869325695501	101	3	0.178176513074935	0.743426140760935
Corynebacterium	UrbanAgeC	UrbanAgeC	0.0215590798384976	0.016380229865901	101	2	0.19122057995394	0.748019922177052
Lactococcus	Location	Urban	-0.220051465400489	0.16582723446267	101	16	0.187651475927852	0.748019922177052
Lactococcus	UrbanAgeC	UrbanAgeC	0.123105064629182	0.094205787790914	101	16	0.194413437149635	0.748019922177052
Fastidiosipila	Location	Urban	-0.0754050279887045	0.055901863950594	101	3	0.180515421100017	0.748019922177052
Clostridium_sensu_stricto_6	AgeC	AgeC	0.00557172186754924	0.00424659314774316	101	1	0.194335464370229	0.748019922177052
Lachnospiraceae_NK4B4_group	UrbanAgeC	UrbanAgeC	0.0336330095149353	0.0252893051936222	101	2	0.186660066239044	0.748019922177052
Stomatobaculum	Location	Urban	0.0142942007659802	0.0107989578517666	101	1	0.188852374600124	0.748019922177052
Tuzzerella	UrbanAgeC	UrbanAgeC	0.0850679218819318	0.0640301896535112	101	5	0.188966253270409	0.748019922177052
Papillibacter	Location	Urban	0.0247520400374425	0.0188377891238807	101	2	0.19198749980951	0.748019922177052
Hydrogenoanaerobacterium	Location	Urban	-0.0142137858104549	0.0108113771416869	101	1	0.191833929654095	0.748019922177052
UBA1819	UrbanAgeC	UrbanAgeC	0.00802754955021548	0.00607802517330179	101	1	0.189724700976336	0.748019922177052
Megamonas	UrbanAgeC	UrbanAgeC	0.00802754955021969	0.0060780251733165	101	1	0.189724700975828	0.748019922177052
Veillonellaceae	Location	Urban	0.0832122603066006	0.0623468109638198	101	4	0.185109611390982	0.748019922177052
Sorangium	Location	Urban	-0.0140353781418951	0.0108211737081103	101	1	0.197823450493105	0.748019922177052
Phenylobacterium	Location	Urban	-0.0140353781415749	0.0108211737081868	101	1	0.197823450363508	0.748019922177052
Aeromonas	AgeC	AgeC	0.00556410675076507	0.00425400060940265	101	1	0.193974804369788	0.748019922177052
Pseudohongiella	Location	Urban	-0.0140353781415749	0.0108211737081868	101	1	0.197823450363508	0.748019922177052
Synergistes	AgeC	AgeC	0.00556460496541115	0.00425319894933846	101	1	0.195551555920707	0.748019922177052
Gardnerella	Location	Urban	0.0121856470913478	0.0107936851995521	101	1	0.26172377333382	0.750293277760797
Piscicoccus	UrbanAgeC	UrbanAgeC	-0.00670920232428917	0.00612315592591011	101	1	0.275918811486648	0.750293277760797
Nesterenkonia	UrbanAgeC	UrbanAgeC	-0.0070233755222054	0.00611639109524672	101	1	0.253674163540901	0.750293277760797
Propioniciclava	UrbanAgeC	UrbanAgeC	-0.00670920232432528	0.00612315592591009	101	1	0.275918811484071	0.750293277760797
Olsenella	AgeC	AgeC	0.0613816068725278	0.0549615978419466	101	10	0.266834743637008	0.750293277760797
Collinsella	Location	Urban	-0.256803081539954	0.202200865275397	101	53	0.207215764676939	0.750293277760797
Slackia	UrbanAgeC	UrbanAgeC	-0.0354439206743886	0.0296482602996918	101	5	0.234813780764908	0.750293277760797
Phocaeicola	UrbanAgeC	UrbanAgeC	0.00702731128153335	0.00611629770247006	101	1	0.253402468933159	0.750293277760797
Muribaculaceae	UrbanAgeC	UrbanAgeC	-0.0315981589284753	0.0261594067022382	101	2	0.231538009016453	0.750293277760797
Porphyromonas	UrbanAgeC	UrbanAgeC	0.0074751577694004	0.00610492276087663	101	1	0.22374890407065	0.750293277760797
Prevotellaceae_UCG.003	AgeC	AgeC	0.0127284910025692	0.0112951786956189	101	3	0.262566511664458	0.750293277760797
Rikenellaceae_RC9_gut_group	AgeC	AgeC	0.156872342066718	0.135206260510104	101	36	0.248796926315125	0.750293277760797
Pontibacter	UrbanAgeC	UrbanAgeC	0.00696857348035932	0.00611720821499682	101	1	0.257435423520473	0.750293277760797
Dyadobacter	AgeC	AgeC	0.0045829722782605	0.00426080647874218	101	1	0.286268764350325	0.750293277760797
Pedobacter	AgeC	AgeC	0.00458297227839506	0.00426080647865007	101	1	0.286268922782012	0.750293277760797
Helicobacter	AgeC	AgeC	0.100405924589805	0.0838116232917709	101	14	0.236435923984695	0.750293277760797
Helicobacter	UrbanAgeC	UrbanAgeC	0.156255249420461	0.121153313149372	101	14	0.202713644762336	0.750293277760797
Desulfovibrio	Location	Urban	-0.295761385198002	0.258266281490813	101	31	0.255083191433792	0.750293277760797
Lawsonia	Location	Urban	-0.0123434967757977	0.0107975586631886	101	1	0.255804463728562	0.750293277760797
Tumebacillus	UrbanAgeC	UrbanAgeC	0.00747515776940501	0.00610492276087664	101	1	0.223748904070328	0.750293277760797
Turicibacter	UrbanAgeC	UrbanAgeC	-0.1259731269598	0.101989226831652	101	19	0.221873767227826	0.750293277760797
Streptococcus	AgeC	AgeC	-0.340718274195844	0.264676601724288	101	100	0.254579760429309	0.750293277760797
Vagococcus	AgeC	AgeC	-0.0113550894020334	0.00982125694653364	101	1	0.277824740533211	0.750293277760797
Ammoniphilus	AgeC	AgeC	0.00459194941427609	0.00425686664629626	101	1	0.284897266008935	0.750293277760797
Staphylococcus	UrbanAgeC	UrbanAgeC	0.00747515776943239	0.00610492276087663	101	1	0.223748904068819	0.750293277760797
Clostridia_vadinBB60_group	AgeC	AgeC	0.130791412719977	0.113464393311425	101	22	0.251862694286166	0.750293277760797
Fastidiosipila	UrbanAgeC	UrbanAgeC	0.0406634475267193	0.0317639440866499	101	3	0.203536175891719	0.750293277760797
Clostridium_sensu_stricto_1	UrbanAgeC	UrbanAgeC	-0.276432482612631	0.221873323803228	101	73	0.217924936631051	0.750293277760797
Clostridium_sensu_stricto_2	AgeC	AgeC	0.0136887449404438	0.0112757285113173	101	2	0.227694863171815	0.750293277760797
X.Ruminococcus._gauvreauii_group	UrbanAgeC	UrbanAgeC	-0.0766167570010398	0.0641587499086578	101	14	0.235351971824251	0.750293277760797
Blautia	UrbanAgeC	UrbanAgeC	-0.188642981163429	0.171738699641227	101	53	0.274735686985987	0.750293277760797
Fusicatenibacter	UrbanAgeC	UrbanAgeC	-0.138532460174708	0.114937533250735	101	26	0.231055974075255	0.750293277760797
Lachnospira	UrbanAgeC	UrbanAgeC	-0.148766667439164	0.124265717373967	101	19	0.234159478247125	0.750293277760797
Lachnospiraceae_NK4A136_group	UrbanAgeC	UrbanAgeC	-0.132566165129449	0.121089221851677	101	25	0.276323641902355	0.750293277760797
Lachnospiraceae_UCG.004	UrbanAgeC	UrbanAgeC	0.11647813281507	0.10661718058623	101	33	0.277352109008	0.750293277760797
Lachnospiraceae_UCG.010	UrbanAgeC	UrbanAgeC	-0.133870061376443	0.105029558626603	101	18	0.207462416187132	0.750293277760797
Marvinbryantia	AgeC	AgeC	0.00459194915404804	0.00425686678373454	101	1	0.284897320058356	0.750293277760797
Moryella	UrbanAgeC	UrbanAgeC	-0.0292642743628636	0.0268628232364557	101	6	0.278678006193805	0.750293277760797
Butyricicoccus	UrbanAgeC	UrbanAgeC	-0.168581590533879	0.148815216036062	101	46	0.262159710754663	0.750293277760797
Oscillospira	UrbanAgeC	UrbanAgeC	-0.0333464011288894	0.0271049328437947	101	3	0.221571076863631	0.750293277760797
UCG.007	UrbanAgeC	UrbanAgeC	0.00702731128152595	0.00611629770247004	101	1	0.253402468934273	0.750293277760797
